LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,label,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY
15,7,4,0,21,12,4,0.1,6,2,4,1,25,1,0,41,7,61.36,23.68,34405.27,0.48,247,0.04,1911.4,1453.01,0.25,3,6,23,0.05,117,130,42,17,78,33.87,41,0,0,0
4,3,0,3,0,4,2,0.12,2,2,1,0.5,6,1,0,14,2,16.29,9.29,1404.34,0.05,37,0.11,78.02,151.24,0.5,1,2,6,0.09,13,24,7,10,22,17.65,17,0,0,0
4,3,0,3,0,4,2,0.12,2,2,1,0.5,6,1,0,14,2,16.29,9.29,1404.34,0.05,37,0.11,78.02,151.24,0.5,1,2,6,0.09,13,24,7,10,22,17.65,17,0,0,0
12,5,4,0,39,8,3,0.11,4,2,1,0.33,18,1,0,27,1,61.85,12.04,8964.95,0.25,130,0.08,498.05,744.63,0.33,2,4,17,0.04,61,69,38,15,79,59.09,27,0,0,0
3,3,2,6,6,4,2,0.07,2,2,2,1,8,1,0,21,2,22.83,23,12075,0.18,105,0.04,670.83,525,0.5,1,2,8,0.04,46,59,16,16,55,36.36,27,0,0,0
0,5,1,0,5,6,3,0.19,2,3,2,0.67,7,3,1,16,4,24.32,7.64,1418.49,0.06,40,0.13,78.8,185.75,1,2,3,6,0.14,12,28,11,14,22,23.81,16,0,0,0
10,17,3,12,20,32,9,0.13,16,2,3,0.33,46,1,0,55,4,52.18,33.32,57931.89,0.58,292,0.03,3218.44,1738.63,0.11,8,16,39,0.07,113,179,39,23,138,36.78,67,0,0,0
6,9,3,10,22,16,5,0.16,8,2,2,0.4,24,1,0,22,7,27.26,22.11,13319.21,0.2,114,0.05,739.96,602.54,0.2,4,8,21,0.08,42,72,19,20,61,59.26,32,0,0,0
2,23,10,14,78,42,12,0.13,20,2.1,6,0.5,52,4,0.27,79,7,89.42,13.73,16858.82,0.41,201,0.07,936.6,1227.81,0.33,11,21,42,0.07,84,117,52,17,174,53.8,93,1,0,0
6,47,2,1,58,80,25,0.18,40,2,24,0.96,112,1,0,138,1,171.89,27.21,127275.78,1.56,625,0.04,7070.88,4677.38,0.04,20,40,89,0.12,250,375,147,32,204,29.95,139,0,0,0
0,7,9,1,23,10,4,0.17,4,2.5,4,1,20,1,0,23,0,34.26,11.57,4586.97,0.13,75,0.09,254.83,396.41,0.25,3,5,18,0.08,27,48,21,18,48,51.06,24,0,0,0
0,19,5,4,15,16,13,0.2,8,2,6,0.46,42,1,0,60,1,66.12,13.9,12780.02,0.31,155,0.07,710,919.26,0.08,4,8,31,0.16,57,98,41,20,80,24.05,64,0,0,0
1,9,4,1,0,16,5,0.15,8,2,3,0.6,20,1,0,32,0,27.2,13.24,4764.71,0.12,72,0.08,264.71,360,0.2,4,8,17,0.14,30,42,17,15,35,3.03,33,0,0,0
1,5,5,0,11,8,3,0.11,4,2,3,1,13,1,0,28,2,47.22,11.69,6449.49,0.18,103,0.09,358.3,551.83,0.33,2,4,12,0.07,33,70,24,17,41,28.21,28,0,0,0
1,7,5,0,12,12,4,0.1,6,2,3,0.75,20,3,0.67,41,0,56.52,13.19,9840.36,0.25,129,0.08,546.69,745.8,0.75,3,6,18,0.06,50,79,36,19,68,22.64,41,1,0,0
1,3,4,0,3,4,2,0.11,2,2,2,1,8,1,0,19,2,33.23,9.41,2943.55,0.1,62,0.11,163.53,312.75,0.5,1,2,8,0.08,20,42,17,16,24,13.64,19,0,0,0
2,3,4,0,3,4,2,0.11,2,2,2,1,8,1,0,19,2,31.71,8.91,2515.03,0.09,57,0.11,139.72,282.39,0.5,1,2,8,0.08,19,38,16,15,25,13.64,19,0,0,0
2,7,7,3,35,10,4,0.1,4,2.5,1,0.25,19,3,0.67,38,3,60.5,14.75,13163.37,0.3,153,0.07,731.3,892.43,0.75,3,5,17,0.05,59,94,38,19,79,50,41,0,0,0
14,3,14,0,7,4,2,0.05,2,2,2,1,19,1,0,41,1,93.81,15.69,23101.5,0.49,241,0.06,1283.42,1472.15,0.5,1,2,19,0.03,96,145,52,17,63,14.58,41,0,0,0
5,3,9,0,6,4,2,0.07,2,2,2,1,13,1,0,30,0,58.05,14.68,12512.17,0.28,151,0.07,695.12,852.22,0.5,1,2,13,0.05,57,94,33,17,42,16.67,30,0,0,0
10,29,8,2,65,56,15,0.1,28,2,6,0.4,74,11,0.71,149,6,118.83,46.92,261640.64,1.86,781,0.02,14535.59,5575.99,0.73,14,28,61,0.07,333,448,110,31,227,31.02,151,0,0,0
0,3,4,0,6,4,2,0.11,2,2,2,1,8,1,0,19,2,31.58,9.5,2850,0.1,60,0.11,158.33,300,0.5,1,2,8,0.08,19,41,16,16,26,24,19,0,0,0
12,37,12,23,65,60,20,0.13,28,2.14,10,0.5,104,9,0.42,130,1,83,51.6,220979.91,1.43,607,0.02,12276.66,4282.56,0.45,16,30,86,0.09,258,349,95,38,231,40.37,153,1,0,0
6,15,6,6,7,20,9,0.14,10,2,7,0.78,38,1,0,57,7,45.05,29.27,38588.27,0.44,213,0.03,2143.79,1318.43,0.11,5,10,31,0.12,75,138,41,32,77,18.57,63,1,0,0
1,3,4,0,6,4,2,0.05,2,2,2,1,8,1,0,42,0,94.81,13.88,18268.21,0.44,210,0.07,1014.9,1316.03,0.5,1,2,8,0.04,91,119,59,18,50,12.5,42,0,0,0
1,3,2,6,13,4,2,0.1,2,2,1,0.5,7,1,0,14,1,28.66,11.47,3771.09,0.11,67,0.09,209.5,328.76,0.5,1,2,7,0.06,30,37,17,13,35,57.58,20,0,0,0
1,3,5,0,12,4,2,0.09,2,2,2,1,9,1,0,22,1,36.77,11.48,4842.06,0.14,81,0.09,269,421.97,0.5,1,2,9,0.06,27,54,20,17,36,35.29,22,0,0,0
0,5,0,0,9,8,3,0.11,4,2,1,0.33,11,1,0,27,2,54.96,8.31,3793.04,0.15,87,0.12,210.72,456.57,0.33,2,4,10,0.08,36,51,26,12,37,25,27,0,0,0
1,9,0,1,4,16,5,0.16,8,2,1,0.2,18,1,0,31,2,14.28,19.94,5674.43,0.09,67,0.05,315.25,284.61,0.2,4,8,15,0.13,29,38,8,11,38,13.89,32,0,0,0
5,19,5,7,39,34,10,0.07,16,2.13,8,0.8,61,8,0.78,127,18,124.12,29.01,104460.67,1.2,526,0.03,5803.37,3600.73,0.8,9,17,53,0.06,220,306,91,24,179,26.59,134,0,0,0
3,9,3,6,4,16,5,0.09,8,2,5,1,33,1,0,49,8,102.23,12.09,14944.77,0.41,211,0.08,830.27,1236.03,0.2,4,8,30,0.08,76,135,44,14,63,16.95,55,1,0,0
13,7,4,1,5,12,4,0.09,6,2,4,1,23,1,0,45,0,99.18,16.49,26973.57,0.55,261,0.06,1498.53,1635.63,0.25,3,6,21,0.06,94,167,57,20,65,11.76,46,0,0,0
67,29,10,27,41,56,15,0.13,28,2,15,1,76,15,1,92,2,46.37,57,150670.96,0.88,466,0.02,8370.61,2643.35,1,14,28,63,0.07,192,274,32,19,228,42.5,119,0,0,0
9,7,0,7,11,12,4,0.16,6,2,1,0.25,14,4,1,18,4,24,15.38,5680.1,0.12,76,0.07,315.56,369.21,1,3,6,12,0.09,25,51,13,16,46,50,25,0,0,0
15,11,4,9,22,20,6,0.13,10,2,6,1,30,1,0,36,3,46.84,21.46,21576.47,0.34,182,0.05,1198.69,1005.29,0.17,5,10,26,0.07,61,121,27,19,83,46.27,45,0,0,0
6,5,1,4,0,8,3,0.12,4,2,3,1,14,1,0,22,0,24.31,14.06,4807.12,0.11,69,0.07,267.06,341.84,0.33,2,4,13,0.09,30,39,16,15,33,15.38,26,0,0,0
21,7,4,10,22,12,4,0.1,6,2,2,0.5,19,1,0,30,2,45.35,25.34,29117.23,0.38,193,0.04,1617.62,1149.16,0.25,3,6,17,0.05,75,118,37,25,84,51.61,40,0,0,0
9,7,1,6,10,12,4,0.18,6,2,2,0.5,14,1,0,16,0,22.84,25.89,15315.78,0.2,109,0.04,850.88,591.46,0.25,3,6,12,0.1,41,68,19,24,42,50,22,0,0,0
10,7,1,7,10,12,4,0.18,6,2,2,0.5,14,1,0,15,0,22.84,25.89,15315.78,0.2,109,0.04,850.88,591.46,0.25,3,6,12,0.09,41,68,19,24,43,53.13,22,0,0,0
46,19,8,35,31,36,10,0.13,18,2,8,0.8,48,1,0,40,0,83.37,31.3,81653.73,0.87,399,0.03,4536.32,2609.12,0.1,9,18,40,0.07,153,246,66,27,153,62.26,75,0,0,0
33,11,5,18,28,20,6,0.1,10,2,4,0.67,29,1,0,44,2,71.49,34.84,86774.3,0.83,380,0.03,4820.79,2490.74,0.17,5,10,25,0.05,135,245,62,32,124,51.11,62,0,0,0
10,9,1,5,0,16,5,0.14,8,2,5,1,32,1,0,31,0,44.36,16.56,12163.87,0.24,141,0.06,675.77,734.53,0.2,4,8,29,0.11,69,72,25,12,47,13.89,36,0,0,0
25,11,4,11,21,20,6,0.18,10,2,3,0.5,24,1,0,22,2,25.24,19.95,10047.02,0.17,94,0.05,558.17,503.61,0.17,5,10,20,0.08,38,56,20,21,80,59.26,33,0,0,0
9,7,4,2,13,12,4,0.18,6,2,4,1,16,1,0,20,0,46.13,14.44,9617.77,0.22,122,0.07,534.32,666.05,0.25,3,6,14,0.09,38,84,25,19,45,42.86,22,0,0,0
10,3,2,2,4,4,2,0.07,2,2,2,1,7,1,0,25,1,48.82,16.55,13373.72,0.27,148,0.06,742.98,808,0.5,1,2,7,0.05,64,84,29,15,42,19.35,27,0,0,0
6,3,1,5,4,4,2,0.13,2,2,1,0.5,6,1,0,10,4,21.05,9.8,2021.97,0.07,45,0.1,112.33,206.32,0.5,1,2,6,0.08,14,31,10,14,26,47.37,15,0,0,0
6,3,1,5,4,4,2,0.13,2,2,1,0.5,6,1,0,10,4,21.05,9.8,2021.97,0.07,45,0.1,112.33,206.32,0.5,1,2,6,0.08,14,31,10,14,26,47.37,15,0,0,0
7,5,1,4,8,8,3,0.17,4,2,2,0.67,12,1,0,14,1,30.91,8.62,2294.05,0.09,56,0.12,127.45,266.27,0.33,2,4,11,0.09,16,40,13,14,34,46.15,18,0,0,0
20,11,4,4,16,18,6,0.19,8,2.25,5,0.83,22,3,0.4,27,4,53.81,14.9,11951.03,0.27,140,0.07,663.95,801.91,0.5,5,9,18,0.09,42,98,31,22,68,42.55,31,0,0,0
14,7,3,3,12,12,4,0.17,6,2,4,1,16,1,0,20,0,47.35,11.12,5850.56,0.18,97,0.09,325.03,526.35,0.25,3,6,14,0.08,34,63,26,17,50,42.86,23,0,0,0
19,13,4,4,18,20,7,0.22,8,2.5,5,0.71,24,5,0.67,28,4,55.58,14.56,11789.43,0.27,142,0.07,654.97,809.46,0.71,6,10,19,0.09,43,99,31,21,77,44,32,0,0,0
36,23,8,21,29,40,12,0.18,18,2.22,8,0.67,48,5,0.36,45,4,68.78,26.32,47644.35,0.6,288,0.04,2646.91,1810.2,0.42,11,20,38,0.08,94,194,50,28,143,52.63,66,0,0,0
3,3,0,2,2,4,2,0.15,2,2,1,0.5,5,1,0,11,2,10.9,12,1569.59,0.04,32,0.08,87.2,130.8,0.5,1,2,5,0.11,10,22,5,12,19,26.67,13,0,0,0
3,3,0,2,2,4,2,0.15,2,2,1,0.5,5,1,0,11,2,17.29,12,2489.43,0.07,48,0.08,138.3,207.45,0.5,1,2,5,0.11,16,32,8,12,19,26.67,13,0,0,0
9,15,4,14,22,28,8,0.2,14,2,6,0.75,30,4,0.43,27,6,35.27,13.74,6655.21,0.16,93,0.07,369.73,484.48,0.5,7,14,24,0.11,29,64,19,18,73,57.14,41,0,0,0
5,3,1,4,12,4,2,0.14,2,2,2,1,5,1,0,10,3,15.6,6.67,693.33,0.03,26,0.15,38.52,104,0.5,1,2,5,0.06,8,18,6,10,32,61.54,14,0,0,0
1,3,0,3,3,4,2,0.17,2,2,1,0.5,5,1,0,9,3,13.38,8.25,910.48,0.04,27,0.12,50.58,110.36,0.5,1,2,5,0.12,9,18,6,11,17,40,12,0,0,0
1,3,0,3,3,4,2,0.17,2,2,1,0.5,5,1,0,9,3,20.27,9.17,1703.56,0.06,43,0.11,94.64,185.84,0.5,1,2,5,0.12,15,28,9,11,17,40,12,0,0,0
49,19,8,6,57,30,10,0.1,12,2.5,7,0.7,60,10,1,98,1,125.84,27.25,93428.15,1.14,486,0.04,5190.45,3428.87,1,9,15,52,0.05,172,314,101,32,211,39.13,104,0,0,0
77,49,9,20,56,94,25,0.13,46,2.04,24,0.96,137,15,0.58,172,4,243.12,22.99,128457.87,1.86,750,0.04,7136.55,5588.41,0.6,24,47,114,0.07,252,498,148,27,343,30.65,192,0,0,0
40,5,3,2,11,8,3,0.1,4,2,3,1,16,1,0,28,1,44.75,18.67,15592.09,0.28,148,0.05,866.23,835.29,0.33,2,4,15,0.04,56,92,30,20,82,31.71,30,1,0,0
31,7,7,1,29,12,4,0.09,6,2,4,1,33,1,0,43,0,84.37,19.2,31093.83,0.54,267,0.05,1727.43,1619.65,0.25,3,6,31,0.04,97,170,48,19,105,41.1,44,0,0,0
34,3,4,11,31,4,2,0.04,2,2,2,1,11,1,0,36,5,37.89,24.18,22153.96,0.31,171,0.04,1230.78,916.14,0.5,1,2,11,0.02,56,115,22,19,113,53.85,47,0,0,0
14,7,2,11,5,12,4,0.13,6,2,3,0.75,15,1,0,21,5,49.79,9.48,4476.07,0.16,87,0.11,248.67,472.09,0.25,3,6,13,0.08,32,55,27,16,52,43.24,32,0,0,0
5,7,1,1,1,12,4,0.24,6,2,2,0.5,15,1,0,16,1,24.97,20.38,10375.62,0.17,97,0.05,576.42,509.05,0.25,3,6,13,0.17,33,64,17,21,24,11.11,17,0,0,0
4,5,2,0,7,8,3,0.21,4,2,3,1,12,1,0,14,1,16.78,11.2,2105.41,0.06,41,0.09,116.97,187.98,0.33,2,4,11,0.12,16,25,10,14,26,33.33,14,0,0,0
39,37,6,6,51,66,19,0.2,30,2.2,9,0.47,77,9,0.44,88,1,66.11,50.27,167072.98,1.11,496,0.02,9281.83,3323.42,0.47,18,33,60,0.1,207,289,70,34,185,39.31,94,0,0,0
18,6,6,7,6,4,4,0.11,2,2,3,0.75,16,1,0,29,3,49.27,18.53,16907.83,0.3,151,0.05,939.32,912.7,0.25,1,2,14,0.07,57,94,40,26,61,30.95,36,0,0,0
49,41,14,16,37,78,21,0.28,38,2.05,15,0.71,104,5,0.2,60,3,78.4,74.77,438244.07,1.95,821,0.01,24346.89,5861.57,0.24,20,39,85,0.13,319,502,96,45,163,46.9,76,0,0,0
31,19,5,12,25,34,10,0.16,16,2.13,6,0.6,41,3,0.22,52,2,47.49,47.96,109246.59,0.76,350,0.02,6069.25,2277.73,0.3,9,17,33,0.08,140,210,54,37,121,41.57,64,0,0,0
84,37,10,44,76,66,19,0.13,32,2.06,8,0.42,82,9,0.44,101,9,75.03,66,326814.89,1.65,685,0.02,18156.38,4951.74,0.47,17,33,65,0.06,264,421,100,50,306,54.3,145,0,0,0
17,15,3,28,6,28,8,0.14,14,2,6,0.75,37,1,0,29,0,78.29,48.05,180758.79,1.25,565,0.02,10042.15,3761.89,0.13,7,14,31,0.1,217,348,70,31,81,53.97,57,0,0,0
16,11,5,3,8,18,6,0.24,8,2.25,4,0.67,28,5,0.8,22,0,37.5,29.45,32535.15,0.37,187,0.03,1807.51,1104.59,0.83,5,9,24,0.12,72,115,33,27,50,33.33,25,0,0,0
5,8,3,7,3,4,6,0.17,2,2,6,1,17,1,0,29,1,29.49,24,16987.59,0.24,133,0.04,943.76,707.82,0.17,1,2,13,0.13,48,85,20,20,45,25.64,36,0,0,0
1,7,1,1,0,8,4,0.25,2,4,2,0.5,11,4,1,15,1,22.03,12,3172.85,0.09,55,0.08,176.27,264.4,1,3,4,9,0.22,18,37,12,16,18,6.25,16,0,0,0
7,3,3,2,7,4,2,0.13,2,2,1,0.5,8,1,0,14,2,25.23,9.5,2277.36,0.08,51,0.11,126.52,239.72,0.5,1,2,8,0.06,19,32,13,13,31,39.13,16,0,0,0
17,20,3,5,0,14,15,0.22,6,2.33,3,0.2,40,4,0.21,63,3,45.89,35.45,57670.7,0.54,262,0.03,3203.93,1626.88,0.27,4,7,27,0.17,79,183,39,35,86,7.35,68,0,0,0
3,3,0,2,1,8,2,0.18,4,2,1,0.5,5,1,0,9,2,24.7,7.22,1288.28,0.06,40,0.14,71.57,178.38,0.5,2,4,5,0.13,10,30,9,13,16,25,11,0,0,0
3,3,0,2,0,8,2,0.18,4,2,1,0.5,5,1,0,9,2,24.08,7.22,1256.07,0.06,39,0.14,69.78,173.92,0.5,2,4,5,0.13,10,29,9,13,15,18.18,11,0,0,0
6,7,3,1,1,8,4,0.22,2,4,2,0.5,12,1,0,17,1,25,13.6,4624,0.11,68,0.07,256.89,340,0.25,3,4,10,0.15,24,44,15,17,26,10.53,18,0,0,0
25,9,8,7,0,12,5,0.15,6,2,5,1,32,1,0,27,0,50.43,10.62,5682.29,0.18,102,0.09,315.68,535.29,0.2,3,6,29,0.08,46,56,26,12,60,20.59,34,0,0,0
13,17,5,2,0,32,9,0.14,16,2,9,1,59,1,0,62,0,183.65,7.02,9044.12,0.43,214,0.14,502.45,1288.79,0.11,8,16,52,0.12,100,114,57,8,78,3.13,64,0,0,0
7,3,3,0,9,4,2,0.17,2,2,2,1,7,1,0,12,1,22.78,2.33,124.02,0.02,16,0.43,6.89,53.15,0.5,1,2,7,0.07,7,9,6,4,29,42.86,12,0,0,0
2,7,1,0,0,12,4,0.17,6,2,2,0.5,14,1,0,24,2,20.18,16.36,5403.6,0.11,73,0.06,300.2,330.22,0.25,3,6,12,0.15,30,43,11,12,27,0,24,0,0,0
5,5,2,4,0,8,3,0.18,4,2,3,1,16,1,0,13,0,25.58,13.2,4456.28,0.11,71,0.08,247.57,337.6,0.33,2,4,15,0.13,33,38,15,12,23,23.53,17,0,0,0
22,5,0,3,13,16,3,0.09,8,2,1,0.33,12,1,0,32,1,58.73,53.2,166215.79,1.04,538,0.02,9234.21,3124.36,0.33,4,8,11,0.04,266,272,40,16,71,33.33,35,0,0,0
1,3,4,0,0,4,2,0.2,2,2,2,1,9,1,0,10,0,22.35,7.27,1181.93,0.05,37,0.14,65.66,162.52,0.5,1,2,9,0.17,16,21,11,10,12,0,10,0,0,0
9,5,2,4,3,8,3,0.14,4,2,3,1,14,1,0,17,0,29.6,24.29,17460.6,0.24,137,0.04,970.03,718.97,0.33,2,4,13,0.09,60,77,21,17,34,29.17,21,0,0,0
1,3,0,0,0,4,2,0.29,2,2,1,0.5,5,1,0,7,1,8.79,12,1265.83,0.04,27,0.08,70.32,105.49,0.5,1,2,5,0.22,12,15,5,10,9,0,7,0,0,0
1,5,0,0,0,8,3,0.33,4,2,1,0.33,9,1,0,9,1,12.09,14.14,2417.96,0.06,41,0.07,134.33,170.97,0.33,2,4,8,0.27,18,23,7,11,11,0,9,0,0,0
1,5,0,0,0,8,3,0.27,4,2,1,0.33,9,1,0,11,2,14.67,14.67,3156.61,0.07,49,0.07,175.37,215.22,0.33,2,4,8,0.23,22,27,9,12,13,0,11,0,0,0
1,3,0,0,0,4,2,0.29,2,2,1,0.5,5,1,0,7,1,8.79,12,1265.83,0.04,27,0.08,70.32,105.49,0.5,1,2,5,0.22,12,15,5,10,9,0,7,0,0,0
1,5,0,0,0,8,3,0.33,4,2,1,0.33,9,1,0,9,1,12.09,14.14,2417.96,0.06,41,0.07,134.33,170.97,0.33,2,4,8,0.27,18,23,7,11,11,0,9,0,0,0
1,5,0,0,0,8,3,0.27,4,2,1,0.33,9,1,0,11,2,14.67,14.67,3156.61,0.07,49,0.07,175.37,215.22,0.33,2,4,8,0.23,22,27,9,12,13,0,11,0,0,0
1,3,0,0,0,4,2,0.29,2,2,1,0.5,5,1,0,7,1,8.79,12,1265.83,0.04,27,0.08,70.32,105.49,0.5,1,2,5,0.22,12,15,5,10,9,0,7,0,0,0
1,5,0,0,0,8,3,0.33,4,2,1,0.33,9,1,0,9,1,12.09,14.14,2417.96,0.06,41,0.07,134.33,170.97,0.33,2,4,8,0.27,18,23,7,11,11,0,9,0,0,0
1,5,0,0,0,8,3,0.27,4,2,1,0.33,9,1,0,11,2,14.67,14.67,3156.61,0.07,49,0.07,175.37,215.22,0.33,2,4,8,0.23,22,27,9,12,13,0,11,0,0,0
40,11,4,25,13,16,6,0.08,8,2,4,0.67,27,5,0.8,48,1,71.01,24.77,43561.75,0.59,279,0.04,2420.1,1758.75,0.83,4,8,23,0.04,107,172,54,25,151,44.19,73,0,0,0
2,3,2,0,2,4,2,0.29,2,2,2,1,6,1,0,7,0,16.52,6.19,632.28,0.03,25,0.16,35.13,102.19,0.5,1,2,6,0.17,11,14,8,9,12,22.22,7,0,0,0
2,3,2,0,2,4,2,0.29,2,2,2,1,6,1,0,7,0,16.52,6.19,632.28,0.03,25,0.16,35.13,102.19,0.5,1,2,6,0.17,11,14,8,9,12,22.22,7,0,0,0
2,3,2,0,2,4,2,0.29,2,2,2,1,6,1,0,7,0,16.52,6.19,632.28,0.03,25,0.16,35.13,102.19,0.5,1,2,6,0.17,11,14,8,9,12,22.22,7,0,0,0
2,3,2,0,2,4,2,0.29,2,2,2,1,6,1,0,7,0,16.52,6.19,632.28,0.03,25,0.16,35.13,102.19,0.5,1,2,6,0.17,11,14,8,9,12,22.22,7,0,0,0
2,3,2,0,2,4,2,0.29,2,2,2,1,6,1,0,7,0,16.52,6.19,632.28,0.03,25,0.16,35.13,102.19,0.5,1,2,6,0.17,11,14,8,9,12,22.22,7,0,0,0
2,3,2,0,2,4,2,0.29,2,2,2,1,6,1,0,7,0,16.52,6.19,632.28,0.03,25,0.16,35.13,102.19,0.5,1,2,6,0.17,11,14,8,9,12,22.22,7,0,0,0
2,3,2,0,2,4,2,0.29,2,2,2,1,6,1,0,7,0,16.52,6.19,632.28,0.03,25,0.16,35.13,102.19,0.5,1,2,6,0.17,11,14,8,9,12,22.22,7,0,0,0
8,7,0,2,14,10,4,0.24,4,2.5,1,0.25,11,3,0.67,15,0,17.03,14.68,3670.2,0.08,52,0.07,203.9,249.98,0.75,3,5,9,0.17,19,33,11,17,23,51.61,17,0,0,0
2,3,0,0,8,4,2,0.22,2,2,1,0.5,6,1,0,9,0,11.86,4.38,227.03,0.02,15,0.23,12.61,51.89,0.5,1,2,6,0.22,5,10,4,7,9,47.06,9,0,0,0
4,3,0,0,10,4,2,0.25,2,2,1,0.5,5,1,0,8,0,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,0.5,1,2,5,0.18,5,9,4,7,11,55.56,8,0,0,0
3,3,0,0,5,4,2,0.25,2,2,1,0.5,5,1,0,8,0,17.16,6.19,657.1,0.04,25,0.16,36.51,106.2,0.5,1,2,5,0.12,9,16,8,11,17,38.46,8,0,0,0
4,3,0,0,10,4,2,0.25,2,2,1,0.5,5,1,0,8,0,11.07,4.38,211.89,0.02,14,0.23,11.77,48.43,0.5,1,2,5,0.18,5,9,4,7,11,55.56,8,0,0,0
3,3,2,0,2,4,2,0.22,2,2,2,1,6,1,0,9,0,19.71,5.5,596.3,0.04,26,0.18,33.13,108.42,0.5,1,2,6,0.13,11,15,9,9,15,18.18,9,0,0,0
13,5,3,4,19,8,3,0.18,4,2,2,0.67,17,1,0,13,0,22.53,13.93,4371.1,0.1,66,0.07,242.84,313.82,0.33,2,4,16,0.06,30,36,14,13,50,63.89,17,0,0,0
9,17,4,0,0,32,9,0.38,16,2,8,0.89,34,1,0,24,0,30.54,11.65,4143.37,0.12,74,0.09,230.19,355.74,0.11,8,16,27,0.26,36,38,17,11,34,0,24,0,0,0
16,7,3,0,15,12,4,0.16,6,2,3,0.75,15,1,0,25,0,21.39,22.46,10795.37,0.16,97,0.04,599.74,480.56,0.25,3,6,13,0.07,37,60,14,17,57,37.5,25,0,0,0
82,43,12,6,100,74,23,0.13,36,2.06,17,0.74,117,15,0.64,176,5,140.31,37.2,194194.61,1.74,696,0.03,10788.59,5219.89,0.65,19,37,96,0.06,280,416,143,38,390,37.59,182,0,0,0
22,7,4,9,31,12,4,0.1,6,2,3,0.75,19,1,0,32,6,45.51,16.36,12184.85,0.25,130,0.06,676.94,744.63,0.25,3,6,17,0.04,54,76,33,20,95,55.56,41,0,0,0
9,3,5,0,12,4,2,0.11,2,2,2,1,10,1,0,18,1,35.45,10.29,3750.81,0.12,70,0.1,208.38,364.66,0.5,1,2,10,0.05,27,43,21,16,40,40,18,0,0,0
12,5,1,3,4,8,3,0.18,4,2,2,0.67,10,3,1,14,0,15.83,13.82,3022.38,0.07,46,0.07,167.91,218.72,1,2,4,9,0.09,19,27,11,16,34,33.33,17,0,0,0
14,7,4,4,21,10,4,0.12,4,2.5,3,0.75,16,3,0.67,29,2,39.73,19.35,14882.34,0.26,133,0.05,826.8,768.92,0.75,3,5,14,0.04,50,83,31,24,95,46.3,33,0,0,0
38,35,4,5,70,58,18,0.17,24,2.42,7,0.39,67,13,0.71,104,2,58.36,41.38,99929.77,0.8,372,0.02,5551.65,2414.97,0.72,17,29,51,0.08,150,222,58,32,218,41.9,109,0,0,0
39,23,10,4,58,40,12,0.17,18,2.22,7,0.58,49,5,0.36,68,5,52.05,21.71,24543.69,0.38,187,0.05,1363.54,1130.3,0.42,11,20,39,0.07,76,111,42,24,177,47.69,72,0,0,0
19,7,3,4,16,12,4,0.16,6,2,4,1,16,1,0,21,0,31.79,17.86,10140.57,0.19,104,0.06,563.36,567.78,0.25,3,6,14,0.05,47,57,25,19,84,48.78,25,0,0,0
25,15,7,6,39,28,8,0.1,14,2,7,0.88,46,1,0,71,6,90.85,21.94,43721.41,0.66,307,0.05,2428.97,1993,0.13,7,14,40,0.06,108,199,64,26,142,38.79,77,1,0,0
27,3,2,1,19,4,2,0.09,2,2,2,1,7,1,0,22,1,37.27,15.43,8872.37,0.19,114,0.06,492.91,575.06,0.5,1,2,7,0.03,54,60,21,12,70,47.62,23,1,0,0
1,3,1,0,0,4,2,0.2,2,2,2,1,6,1,0,10,0,10.75,7,526.99,0.03,21,0.14,29.28,75.28,0.5,1,2,6,0.17,7,14,4,8,12,0,10,0,0,0
34,17,9,5,26,30,9,0.13,14,2.14,7,0.78,44,4,0.38,66,5,76.03,28.98,63864.99,0.73,342,0.03,3548.06,2203.49,0.44,8,15,37,0.07,136,206,61,26,132,31.96,71,0,0,0
9,9,1,0,17,12,5,0.23,4,3,3,0.6,13,5,1,22,2,35.13,12.55,5531.32,0.15,84,0.08,307.3,440.83,1,4,6,10,0.1,31,53,21,17,49,43.59,22,1,0,0
32,13,13,16,23,24,7,0.09,12,2,7,1,38,1,0,59,9,104.75,22.14,51324.87,0.77,349,0.05,2851.38,2318.71,0.14,6,12,33,0.05,126,223,74,26,138,39.8,75,1,0,0
